timestamp,day_of_week,hour,direction,duration_seconds,duration_in_traffic_seconds,distance_meters
2026-04-10T06:30:44.501649-03:00,viernes,06:30,ida,2621,3679,48820
2026-04-10T06:30:45.705225-03:00,viernes,06:30,vuelta,2763,2700,48861
2026-04-10T06:40:26.663101-03:00,viernes,06:40,ida,2641,3880,49004
2026-04-10T06:40:27.884101-03:00,viernes,06:40,vuelta,2781,2762,48853
2026-04-10T06:51:11.064009-03:00,viernes,06:51,ida,2621,4444,48820
2026-04-10T06:51:12.254185-03:00,viernes,06:51,vuelta,2781,2832,48853
2026-04-10T07:00:47.319501-03:00,viernes,07:00,ida,2621,4708,48820
2026-04-10T07:00:48.461088-03:00,viernes,07:00,vuelta,2763,2896,48861
2026-04-10T07:10:29.731624-03:00,viernes,07:10,ida,3132,4790,49602
2026-04-10T07:10:30.940193-03:00,viernes,07:10,vuelta,2763,2821,48861
2026-04-10T07:20:16.536860-03:00,viernes,07:20,ida,3105,4831,49442
2026-04-10T07:20:17.723965-03:00,viernes,07:20,vuelta,2763,2812,48861
2026-04-10T07:30:24.360877-03:00,viernes,07:30,ida,2621,4948,48820
2026-04-10T07:30:25.827553-03:00,viernes,07:30,vuelta,2763,2820,48861
2026-04-10T07:41:05.036741-03:00,viernes,07:41,ida,3031,4746,49239
2026-04-10T07:41:06.245261-03:00,viernes,07:41,vuelta,2763,2834,48861
2026-04-10T07:50:37.405367-03:00,viernes,07:50,ida,2621,4920,48820
2026-04-10T07:50:38.678204-03:00,viernes,07:50,vuelta,2763,2862,48861
2026-04-10T08:00:21.694155-03:00,viernes,08:00,ida,2944,4447,49618
2026-04-10T08:00:22.919454-03:00,viernes,08:00,vuelta,2763,2911,48861
2026-04-10T08:10:16.035313-03:00,viernes,08:10,ida,3102,4288,49050
2026-04-10T08:10:17.271071-03:00,viernes,08:10,vuelta,2763,2877,48861
2026-04-10T08:20:46.698780-03:00,viernes,08:20,ida,2764,4388,49014
2026-04-10T08:20:47.870109-03:00,viernes,08:20,vuelta,2763,3110,48861
2026-04-10T08:31:10.362206-03:00,viernes,08:31,ida,3256,4156,50099
2026-04-10T08:31:11.660813-03:00,viernes,08:31,vuelta,2763,3307,48861
2026-04-10T08:41:02.594548-03:00,viernes,08:41,ida,3149,4186,50085
2026-04-10T08:41:03.800753-03:00,viernes,08:41,vuelta,2763,3488,48861
2026-04-10T08:50:39.580016-03:00,viernes,08:50,ida,3134,4062,50089
2026-04-10T08:50:40.761201-03:00,viernes,08:50,vuelta,2763,3552,48861
2026-04-10T09:01:11.449807-03:00,viernes,09:01,ida,3134,4102,50089
2026-04-10T09:01:12.688993-03:00,viernes,09:01,vuelta,2763,3732,48861
2026-04-10T09:11:12.930197-03:00,viernes,09:11,ida,2621,3825,48820
2026-04-10T09:11:14.185740-03:00,viernes,09:11,vuelta,2763,3794,48861
2026-04-10T09:21:10.870988-03:00,viernes,09:21,ida,2621,3875,48820
2026-04-10T09:21:12.098777-03:00,viernes,09:21,vuelta,2781,3616,48853
2026-04-10T09:30:46.964906-03:00,viernes,09:30,ida,2621,3839,48820
2026-04-10T09:30:48.207829-03:00,viernes,09:30,vuelta,3045,3617,49411
2026-04-10T09:40:36.795696-03:00,viernes,09:40,ida,3134,3683,50089
2026-04-10T09:40:37.927316-03:00,viernes,09:40,vuelta,3063,3717,49403
2026-04-10T09:50:52.011960-03:00,viernes,09:50,ida,3114,3600,49904
2026-04-10T09:50:53.221191-03:00,viernes,09:50,vuelta,2763,3566,48861
2026-04-10T10:00:51.208358-03:00,viernes,10:00,ida,2621,3095,48820
2026-04-10T10:00:52.470099-03:00,viernes,10:00,vuelta,2781,3477,48853
2026-04-10T10:10:46.931366-03:00,viernes,10:10,ida,2621,3132,48820
2026-04-10T10:10:48.125794-03:00,viernes,10:10,vuelta,2763,3516,48861
2026-04-10T10:20:21.073700-03:00,viernes,10:20,ida,2621,3013,48820
2026-04-10T10:20:22.308608-03:00,viernes,10:20,vuelta,2763,3528,48861
2026-04-10T10:30:47.236748-03:00,viernes,10:30,ida,2621,2970,48820
2026-04-10T10:30:48.430192-03:00,viernes,10:30,vuelta,2781,3448,48853
2026-04-10T10:40:30.682331-03:00,viernes,10:40,ida,2621,2891,48820
2026-04-10T10:40:31.928443-03:00,viernes,10:40,vuelta,2781,3338,48853
2026-04-10T10:50:38.175332-03:00,viernes,10:50,ida,2621,2851,48820
2026-04-10T10:50:39.398848-03:00,viernes,10:50,vuelta,2781,3431,48853
2026-04-10T11:01:04.195677-03:00,viernes,11:01,ida,2621,2822,48820
2026-04-10T11:01:05.395963-03:00,viernes,11:01,vuelta,2781,3477,48853
2026-04-10T11:11:08.527203-03:00,viernes,11:11,ida,2621,2790,48820
2026-04-10T11:11:09.764807-03:00,viernes,11:11,vuelta,2781,3462,48853
2026-04-10T11:21:02.906450-03:00,viernes,11:21,ida,2621,2762,48820
2026-04-10T11:21:04.140514-03:00,viernes,11:21,vuelta,2781,3539,48853
2026-04-10T11:30:48.819386-03:00,viernes,11:30,ida,2621,2729,48820
2026-04-10T11:30:50.034095-03:00,viernes,11:30,vuelta,2977,3461,49269
2026-04-10T11:40:29.578382-03:00,viernes,11:40,ida,2621,2719,48820
2026-04-10T11:40:30.782178-03:00,viernes,11:40,vuelta,2781,3616,48853
2026-04-10T11:50:56.662962-03:00,viernes,11:50,ida,2621,2719,48820
2026-04-10T11:50:57.892584-03:00,viernes,11:50,vuelta,2781,3575,48853
2026-04-10T12:00:51.433227-03:00,viernes,12:00,ida,2621,2726,48820
2026-04-10T12:00:52.599781-03:00,viernes,12:00,vuelta,2781,3602,48853
2026-04-10T12:10:22.939884-03:00,viernes,12:10,ida,2621,2731,48820
2026-04-10T12:10:24.155256-03:00,viernes,12:10,vuelta,2781,3674,48853
2026-04-10T12:20:19.439143-03:00,viernes,12:20,ida,2621,2731,48820
2026-04-10T12:20:20.628757-03:00,viernes,12:20,vuelta,2781,3755,48853
2026-04-10T12:30:37.454612-03:00,viernes,12:30,ida,2621,2735,48820
2026-04-10T12:30:38.683998-03:00,viernes,12:30,vuelta,2820,3876,48869
2026-04-10T12:40:52.907326-03:00,viernes,12:40,ida,2621,2772,48820
2026-04-10T12:40:54.065665-03:00,viernes,12:40,vuelta,2763,3938,48861
2026-04-10T12:51:01.872275-03:00,viernes,12:51,ida,2621,2744,48820
2026-04-10T12:51:03.042970-03:00,viernes,12:51,vuelta,2802,4047,48877
2026-04-10T13:00:34.208582-03:00,viernes,13:00,ida,2621,2772,48820
2026-04-10T13:00:35.405853-03:00,viernes,13:00,vuelta,2763,4206,48861
2026-04-10T13:11:00.729156-03:00,viernes,13:11,ida,2621,2789,48820
2026-04-10T13:11:01.952168-03:00,viernes,13:11,vuelta,2763,3983,48861
2026-04-10T13:21:10.787615-03:00,viernes,13:21,ida,2621,2928,48820
2026-04-10T13:21:11.926539-03:00,viernes,13:21,vuelta,2763,3868,48861
2026-04-10T13:30:33.801515-03:00,viernes,13:30,ida,2677,2994,48835
2026-04-10T13:30:35.058305-03:00,viernes,13:30,vuelta,2763,3841,48861
2026-04-10T13:41:00.714409-03:00,viernes,13:41,ida,2677,2992,48835
2026-04-10T13:41:01.847300-03:00,viernes,13:41,vuelta,2802,4047,48877
2026-04-10T13:50:45.229590-03:00,viernes,13:50,ida,2677,3015,48835
2026-04-10T13:50:46.449092-03:00,viernes,13:50,vuelta,2777,4141,48939
2026-04-10T14:00:53.750347-03:00,viernes,14:00,ida,2641,2778,49004
2026-04-10T14:00:55.025264-03:00,viernes,14:00,vuelta,2763,3978,48861
2026-04-10T14:10:20.606428-03:00,viernes,14:10,ida,2621,2968,48820
2026-04-10T14:10:21.857737-03:00,viernes,14:10,vuelta,2781,4068,48853
2026-04-10T14:20:23.195030-03:00,viernes,14:20,ida,2621,2896,48820
2026-04-10T14:20:24.348118-03:00,viernes,14:20,vuelta,2766,4180,48820
2026-04-10T14:30:26.292620-03:00,viernes,14:30,ida,2621,2725,48820
2026-04-10T14:30:27.560999-03:00,viernes,14:30,vuelta,2784,4256,48811
2026-04-10T14:40:18.815671-03:00,viernes,14:40,ida,2621,2773,48820
2026-04-10T14:40:20.081549-03:00,viernes,14:40,vuelta,3075,4414,48920
2026-04-10T14:50:18.298306-03:00,viernes,14:50,ida,2621,2730,48820
2026-04-10T14:50:19.496952-03:00,viernes,14:50,vuelta,3075,4524,48920
2026-04-10T15:01:09.355086-03:00,viernes,15:01,ida,2621,2691,48820
2026-04-10T15:01:10.569977-03:00,viernes,15:01,vuelta,3075,4587,48920
2026-04-10T15:10:35.156486-03:00,viernes,15:10,ida,2621,2709,48820
2026-04-10T15:10:36.368802-03:00,viernes,15:10,vuelta,3075,4723,48920
2026-04-10T15:20:34.070238-03:00,viernes,15:20,ida,2621,2693,48820
2026-04-10T15:20:35.206977-03:00,viernes,15:20,vuelta,3075,4828,48920
2026-04-10T15:30:55.136678-03:00,viernes,15:30,ida,2621,2675,48820
2026-04-10T15:30:56.335120-03:00,viernes,15:30,vuelta,3075,4881,48920
2026-04-10T15:41:02.182988-03:00,viernes,15:41,ida,2621,2743,48820
2026-04-10T15:41:03.423346-03:00,viernes,15:41,vuelta,3075,4976,48920
2026-04-10T15:50:29.188930-03:00,viernes,15:50,ida,2621,2716,48820
2026-04-10T15:50:30.443566-03:00,viernes,15:50,vuelta,3075,5074,48920
2026-04-10T16:00:29.129661-03:00,viernes,16:00,ida,2621,2699,48820
2026-04-10T16:00:30.369319-03:00,viernes,16:00,vuelta,3075,5178,48920
2026-04-10T16:10:55.047172-03:00,viernes,16:10,ida,2621,2724,48820
2026-04-10T16:10:56.211253-03:00,viernes,16:10,vuelta,3075,5299,48920
2026-04-10T16:20:48.189747-03:00,viernes,16:20,ida,2621,2748,48820
2026-04-10T16:20:49.389478-03:00,viernes,16:20,vuelta,3247,4993,49860
2026-04-10T16:31:09.493067-03:00,viernes,16:31,ida,2621,2803,48820
2026-04-10T16:31:10.726878-03:00,viernes,16:31,vuelta,3114,5315,48936
2026-04-10T16:40:41.448560-03:00,viernes,16:40,ida,2621,2843,48820
2026-04-10T16:40:42.664916-03:00,viernes,16:40,vuelta,3114,5223,48936
2026-04-10T16:50:17.542825-03:00,viernes,16:50,ida,2621,2839,48820
2026-04-10T16:50:18.649576-03:00,viernes,16:50,vuelta,3114,5202,48936
2026-04-10T17:00:37.228499-03:00,viernes,17:00,ida,2621,2947,48820
2026-04-10T17:00:38.473811-03:00,viernes,17:00,vuelta,3247,5248,49860
2026-04-10T17:11:01.603301-03:00,viernes,17:11,ida,2641,2918,49004
2026-04-10T17:11:02.823446-03:00,viernes,17:11,vuelta,3208,5197,49844
2026-04-10T17:21:05.154281-03:00,viernes,17:21,ida,2641,3074,49004
2026-04-10T17:21:06.418133-03:00,viernes,17:21,vuelta,2777,5083,48939
2026-04-10T17:30:26.450481-03:00,viernes,17:30,ida,2641,3027,49004
2026-04-10T17:30:27.765762-03:00,viernes,17:30,vuelta,2777,5113,48939
2026-04-10T17:40:26.152553-03:00,viernes,17:40,ida,2621,3006,48820
2026-04-10T17:40:27.465386-03:00,viernes,17:40,vuelta,2777,5077,48939
2026-04-10T17:51:04.986125-03:00,viernes,17:51,ida,2641,2924,49004
2026-04-10T17:51:06.177626-03:00,viernes,17:51,vuelta,3075,4891,48920
2026-04-10T18:01:12.584777-03:00,viernes,18:01,ida,2621,2787,48820
2026-04-10T18:01:13.955273-03:00,viernes,18:01,vuelta,2951,4685,48908
2026-04-10T18:11:08.154688-03:00,viernes,18:11,ida,2621,2805,48820
2026-04-10T18:11:09.360024-03:00,viernes,18:11,vuelta,3114,4757,48936
2026-04-10T18:20:22.236338-03:00,viernes,18:20,ida,2621,2738,48820
2026-04-10T18:20:23.629145-03:00,viernes,18:20,vuelta,2802,4808,48877
2026-04-10T18:30:42.702995-03:00,viernes,18:30,ida,2621,2710,48820
2026-04-10T18:30:43.914772-03:00,viernes,18:30,vuelta,2980,4445,48940
2026-04-10T18:40:51.351429-03:00,viernes,18:40,ida,2621,2654,48820
2026-04-10T18:40:52.476574-03:00,viernes,18:40,vuelta,2980,4224,48940
2026-04-10T18:50:41.906595-03:00,viernes,18:50,ida,2621,2626,48820
2026-04-10T18:50:43.097803-03:00,viernes,18:50,vuelta,2958,4088,48887
2026-04-10T19:01:15.790541-03:00,viernes,19:01,ida,2621,2627,48820
2026-04-10T19:01:16.887157-03:00,viernes,19:01,vuelta,2781,3913,48853
2026-04-10T19:10:16.998994-03:00,viernes,19:10,ida,2621,2653,48820
2026-04-10T19:10:18.230729-03:00,viernes,19:10,vuelta,2763,3730,48861
2026-04-10T19:21:05.413911-03:00,viernes,19:21,ida,2621,2627,48820
2026-04-10T19:21:06.616776-03:00,viernes,19:21,vuelta,2952,3683,48944
2026-04-10T19:30:48.228412-03:00,viernes,19:30,ida,2621,2652,48820
2026-04-10T19:30:49.439052-03:00,viernes,19:30,vuelta,2763,3895,48861
2026-04-10T19:40:24.744285-03:00,viernes,19:40,ida,2621,2601,48820
2026-04-10T19:40:25.911060-03:00,viernes,19:40,vuelta,2802,3626,48877
2026-04-10T19:50:33.607597-03:00,viernes,19:50,ida,2621,2570,48820
2026-04-10T19:50:34.735473-03:00,viernes,19:50,vuelta,2802,3693,48877
2026-04-10T20:00:44.164055-03:00,viernes,20:00,ida,2621,2582,48820
2026-04-10T20:00:45.396230-03:00,viernes,20:00,vuelta,2802,3450,48877
2026-04-10T20:10:51.207249-03:00,viernes,20:10,ida,2621,2568,48820
2026-04-10T20:10:52.398533-03:00,viernes,20:10,vuelta,2802,3378,48877
2026-04-10T20:20:33.169363-03:00,viernes,20:20,ida,2621,2578,48820
2026-04-10T20:20:34.354147-03:00,viernes,20:20,vuelta,2763,3447,48861
2026-04-10T20:30:52.805035-03:00,viernes,20:30,ida,2621,2540,48820
2026-04-10T20:30:54.074442-03:00,viernes,20:30,vuelta,2802,3417,48877
2026-04-10T20:40:41.876124-03:00,viernes,20:40,ida,2621,2525,48820
2026-04-10T20:40:43.062932-03:00,viernes,20:40,vuelta,2763,3456,48861
2026-04-10T20:50:19.336291-03:00,viernes,20:50,ida,2621,2494,48820
2026-04-10T20:50:20.573294-03:00,viernes,20:50,vuelta,2802,3270,48877
2026-04-10T21:01:11.230041-03:00,viernes,21:01,ida,2621,2489,48820
2026-04-10T21:01:12.418626-03:00,viernes,21:01,vuelta,2802,3289,48877
2026-04-10T21:10:53.334207-03:00,viernes,21:10,ida,2621,2470,48820
2026-04-10T21:10:54.520669-03:00,viernes,21:10,vuelta,2930,3101,48890
2026-04-10T21:21:09.440551-03:00,viernes,21:21,ida,2621,2470,48820
2026-04-10T21:21:10.628269-03:00,viernes,21:21,vuelta,2781,2940,48853
2026-04-10T21:30:24.853737-03:00,viernes,21:30,ida,2621,2450,48820
2026-04-10T21:30:25.982955-03:00,viernes,21:30,vuelta,2802,2844,48877
2026-04-10T21:40:17.265609-03:00,viernes,21:40,ida,2621,2441,48820
2026-04-10T21:40:18.612055-03:00,viernes,21:40,vuelta,2781,2745,48853
2026-04-10T21:50:58.826294-03:00,viernes,21:50,ida,2621,2458,48820
2026-04-10T21:51:00.027648-03:00,viernes,21:51,vuelta,2781,2648,48853
2026-04-10T22:00:40.424804-03:00,viernes,22:00,ida,2621,2436,48820
2026-04-10T22:00:41.784565-03:00,viernes,22:00,vuelta,2763,2618,48861
2026-04-10T22:10:49.649806-03:00,viernes,22:10,ida,2621,2443,48820
2026-04-10T22:10:50.938169-03:00,viernes,22:10,vuelta,2763,2581,48861
2026-04-10T22:20:16.329139-03:00,viernes,22:20,ida,2621,2430,48820
2026-04-10T22:20:17.519728-03:00,viernes,22:20,vuelta,2763,2634,48861
2026-04-10T22:31:05.383297-03:00,viernes,22:31,ida,2621,2428,48820
2026-04-10T22:31:06.620437-03:00,viernes,22:31,vuelta,2763,2603,48861
2026-04-10T22:40:18.862344-03:00,viernes,22:40,ida,2621,2432,48820
2026-04-10T22:40:20.266058-03:00,viernes,22:40,vuelta,2763,2583,48861
2026-04-10T22:51:04.595174-03:00,viernes,22:51,ida,2621,2448,48820
2026-04-10T22:51:05.747590-03:00,viernes,22:51,vuelta,2763,2563,48861
2026-04-10T23:01:11.293022-03:00,viernes,23:01,ida,2621,2451,48820
2026-04-10T23:01:12.526795-03:00,viernes,23:01,vuelta,2763,2585,48861
2026-04-10T23:10:22.889111-03:00,viernes,23:10,ida,2621,2447,48820
2026-04-10T23:10:24.070124-03:00,viernes,23:10,vuelta,2763,2573,48861
2026-04-10T23:20:46.234049-03:00,viernes,23:20,ida,2621,2423,48820
2026-04-10T23:20:47.621685-03:00,viernes,23:20,vuelta,2763,2532,48861
2026-04-10T23:30:25.235019-03:00,viernes,23:30,ida,2621,2400,48820
2026-04-10T23:30:26.484990-03:00,viernes,23:30,vuelta,2763,2538,48861
2026-04-10T23:40:41.832901-03:00,viernes,23:40,ida,2621,2402,48820
2026-04-10T23:40:43.225369-03:00,viernes,23:40,vuelta,2777,2544,48939
2026-04-10T23:50:41.779500-03:00,viernes,23:50,ida,2621,2383,48820
2026-04-10T23:50:42.993228-03:00,viernes,23:50,vuelta,2763,2552,48861
2026-04-11T00:00:29.863534-03:00,sábado,00:00,ida,2621,2436,48820
2026-04-11T00:00:31.003239-03:00,sábado,00:00,vuelta,2763,2567,48861
2026-04-11T00:10:21.264328-03:00,sábado,00:10,ida,2621,2449,48820
2026-04-11T00:10:22.671758-03:00,sábado,00:10,vuelta,2763,2573,48861
2026-04-11T00:20:48.996205-03:00,sábado,00:20,ida,2621,2460,48820
2026-04-11T00:20:50.142488-03:00,sábado,00:20,vuelta,2763,2604,48861
2026-04-11T00:30:28.700421-03:00,sábado,00:30,ida,2621,2439,48820
2026-04-11T00:30:30.112501-03:00,sábado,00:30,vuelta,2763,2571,48861
2026-04-11T00:41:08.199027-03:00,sábado,00:41,ida,2621,2420,48820
2026-04-11T00:41:09.402436-03:00,sábado,00:41,vuelta,2763,2557,48861
2026-04-11T00:50:30.774603-03:00,sábado,00:50,ida,2621,2398,48820
2026-04-11T00:50:31.899281-03:00,sábado,00:50,vuelta,2763,2537,48861
2026-04-11T01:01:05.403687-03:00,sábado,01:01,ida,2621,2395,48820
2026-04-11T01:01:06.809599-03:00,sábado,01:01,vuelta,2763,2523,48861
2026-04-11T01:10:23.287344-03:00,sábado,01:10,ida,2621,2385,48820
2026-04-11T01:10:24.438034-03:00,sábado,01:10,vuelta,2763,2496,48861
2026-04-11T01:20:24.197269-03:00,sábado,01:20,ida,2621,2384,48820
2026-04-11T01:20:25.417920-03:00,sábado,01:20,vuelta,2763,2484,48861
2026-04-11T01:30:27.882801-03:00,sábado,01:30,ida,2621,2390,48820
2026-04-11T01:30:28.996941-03:00,sábado,01:30,vuelta,2763,2485,48861
2026-04-11T01:41:02.915783-03:00,sábado,01:41,ida,2621,2390,48820
2026-04-11T01:41:04.111309-03:00,sábado,01:41,vuelta,2763,2505,48861
2026-04-11T01:50:40.044454-03:00,sábado,01:50,ida,2621,2408,48820
2026-04-11T01:50:41.153474-03:00,sábado,01:50,vuelta,2763,2474,48861
2026-04-11T02:00:55.383283-03:00,sábado,02:00,ida,2621,2387,48820
2026-04-11T02:00:56.648485-03:00,sábado,02:00,vuelta,2763,2461,48861
2026-04-11T02:11:08.378011-03:00,sábado,02:11,ida,2621,2383,48820
2026-04-11T02:11:09.639648-03:00,sábado,02:11,vuelta,2763,2455,48861
2026-04-11T02:20:37.319278-03:00,sábado,02:20,ida,2621,2377,48820
2026-04-11T02:20:38.516030-03:00,sábado,02:20,vuelta,2763,2449,48861
2026-04-11T02:31:10.704906-03:00,sábado,02:31,ida,2621,2359,48820
2026-04-11T02:31:11.883848-03:00,sábado,02:31,vuelta,2777,2453,48939
2026-04-11T02:40:39.397286-03:00,sábado,02:40,ida,2621,2361,48820
2026-04-11T02:40:40.580102-03:00,sábado,02:40,vuelta,2763,2435,48861
2026-04-11T02:51:05.413021-03:00,sábado,02:51,ida,2621,2363,48820
2026-04-11T02:51:06.522240-03:00,sábado,02:51,vuelta,2763,2455,48861
2026-04-11T03:00:35.171934-03:00,sábado,03:00,ida,2621,2361,48820
2026-04-11T03:00:36.398927-03:00,sábado,03:00,vuelta,2763,2454,48861
2026-04-11T03:10:27.679097-03:00,sábado,03:10,ida,2621,2385,48820
2026-04-11T03:10:28.836207-03:00,sábado,03:10,vuelta,2763,2453,48861
2026-04-11T03:20:29.157455-03:00,sábado,03:20,ida,2621,2397,48820
2026-04-11T03:20:30.337184-03:00,sábado,03:20,vuelta,2763,2458,48861
2026-04-11T03:31:03.718022-03:00,sábado,03:31,ida,2621,2407,48820
2026-04-11T03:31:05.122707-03:00,sábado,03:31,vuelta,2777,2451,48939
2026-04-11T03:40:53.805757-03:00,sábado,03:40,ida,2621,2405,48820
2026-04-11T03:40:55.017228-03:00,sábado,03:40,vuelta,2763,2431,48861
2026-04-11T03:51:07.975090-03:00,sábado,03:51,ida,2621,2410,48820
2026-04-11T03:51:09.193718-03:00,sábado,03:51,vuelta,2763,2451,48861
2026-04-11T04:00:22.602059-03:00,sábado,04:00,ida,2621,2420,48820
2026-04-11T04:00:23.794673-03:00,sábado,04:00,vuelta,2763,2464,48861
2026-04-11T04:11:10.377567-03:00,sábado,04:11,ida,2621,2429,48820
2026-04-11T04:11:11.577120-03:00,sábado,04:11,vuelta,2763,2496,48861
2026-04-11T04:20:30.412275-03:00,sábado,04:20,ida,2621,2431,48820
2026-04-11T04:20:31.819185-03:00,sábado,04:20,vuelta,2763,2518,48861
2026-04-11T04:30:39.513937-03:00,sábado,04:30,ida,2621,2429,48820
2026-04-11T04:30:40.844166-03:00,sábado,04:30,vuelta,2763,2504,48861
2026-04-11T04:40:42.531899-03:00,sábado,04:40,ida,2621,2427,48820
2026-04-11T04:40:43.826609-03:00,sábado,04:40,vuelta,2763,2560,48861
2026-04-11T04:50:29.894418-03:00,sábado,04:50,ida,2621,2451,48820
2026-04-11T04:50:31.162008-03:00,sábado,04:50,vuelta,2763,2520,48861
2026-04-11T05:00:33.221938-03:00,sábado,05:00,ida,2621,2439,48820
2026-04-11T05:00:34.471885-03:00,sábado,05:00,vuelta,2763,2560,48861
2026-04-11T05:11:04.904920-03:00,sábado,05:11,ida,2621,2452,48820
2026-04-11T05:11:06.142951-03:00,sábado,05:11,vuelta,2763,2563,48861
2026-04-11T05:20:52.705194-03:00,sábado,05:20,ida,2621,2457,48820
2026-04-11T05:20:53.982713-03:00,sábado,05:20,vuelta,2763,2550,48861
2026-04-11T05:31:09.302871-03:00,sábado,05:31,ida,2621,2458,48820
2026-04-11T05:31:10.703406-03:00,sábado,05:31,vuelta,2763,2512,48861
2026-04-11T05:40:17.192023-03:00,sábado,05:40,ida,2621,2466,48820
2026-04-11T05:40:18.335173-03:00,sábado,05:40,vuelta,2763,2513,48861
2026-04-11T05:52:19.179718-03:00,sábado,05:52,ida,2621,2464,48820
2026-04-11T05:52:20.377280-03:00,sábado,05:52,vuelta,2763,2524,48861
2026-04-11T06:00:38.198943-03:00,sábado,06:00,ida,2621,2451,48820
2026-04-11T06:00:39.400525-03:00,sábado,06:00,vuelta,2763,2544,48861
2026-04-11T06:10:58.525584-03:00,sábado,06:10,ida,2621,2452,48820
2026-04-11T06:10:59.826712-03:00,sábado,06:10,vuelta,2763,2555,48861
2026-04-11T06:20:51.537763-03:00,sábado,06:20,ida,2621,2474,48820
2026-04-11T06:20:52.754463-03:00,sábado,06:20,vuelta,2763,2567,48861
2026-04-11T06:30:20.421448-03:00,sábado,06:30,ida,2621,2489,48820
2026-04-11T06:30:21.667600-03:00,sábado,06:30,vuelta,2763,2580,48861
2026-04-11T06:40:47.539794-03:00,sábado,06:40,ida,2621,2487,48820
2026-04-11T06:40:48.747724-03:00,sábado,06:40,vuelta,2763,2617,48861
2026-04-11T06:50:25.239247-03:00,sábado,06:50,ida,2621,2515,48820
2026-04-11T06:50:26.437824-03:00,sábado,06:50,vuelta,2763,2653,48861
2026-04-11T07:00:20.680948-03:00,sábado,07:00,ida,2621,2496,48820
2026-04-11T07:00:21.871947-03:00,sábado,07:00,vuelta,2763,2677,48861
2026-04-11T07:10:55.164646-03:00,sábado,07:10,ida,2621,2478,48820
2026-04-11T07:10:56.291303-03:00,sábado,07:10,vuelta,2763,2637,48861
2026-04-11T07:20:14.894037-03:00,sábado,07:20,ida,2621,2489,48820
2026-04-11T07:20:16.103609-03:00,sábado,07:20,vuelta,2763,2636,48861
2026-04-11T07:30:49.654962-03:00,sábado,07:30,ida,2621,2500,48820
2026-04-11T07:30:50.862246-03:00,sábado,07:30,vuelta,2797,2656,49121
2026-04-11T07:40:29.455288-03:00,sábado,07:40,ida,2621,2520,48820
2026-04-11T07:40:30.672882-03:00,sábado,07:40,vuelta,2763,2654,48861
2026-04-11T07:50:13.063228-03:00,sábado,07:50,ida,2621,2520,48820
2026-04-11T07:50:14.274666-03:00,sábado,07:50,vuelta,2763,2648,48861
2026-04-11T08:00:38.368553-03:00,sábado,08:00,ida,2621,2501,48820
2026-04-11T08:00:39.568932-03:00,sábado,08:00,vuelta,2763,2664,48861
2026-04-11T08:10:35.062937-03:00,sábado,08:10,ida,2621,2494,48820
2026-04-11T08:10:36.435313-03:00,sábado,08:10,vuelta,2763,2665,48861
2026-04-11T08:21:02.795649-03:00,sábado,08:21,ida,2621,2602,48820
2026-04-11T08:21:04.055255-03:00,sábado,08:21,vuelta,2763,2699,48861
2026-04-11T08:30:29.359855-03:00,sábado,08:30,ida,2621,2759,48820
2026-04-11T08:30:30.500474-03:00,sábado,08:30,vuelta,2763,2703,48861
2026-04-11T08:40:39.292190-03:00,sábado,08:40,ida,2621,2960,48820
2026-04-11T08:40:40.500033-03:00,sábado,08:40,vuelta,2763,2751,48861
2026-04-11T08:50:48.022335-03:00,sábado,08:50,ida,2677,2941,48835
2026-04-11T08:50:49.219059-03:00,sábado,08:50,vuelta,2763,2737,48861
2026-04-11T09:00:42.599362-03:00,sábado,09:00,ida,2677,2917,48835
2026-04-11T09:00:43.725810-03:00,sábado,09:00,vuelta,2763,2773,48861
2026-04-11T09:10:18.591562-03:00,sábado,09:10,ida,2621,2607,48820
2026-04-11T09:10:19.776829-03:00,sábado,09:10,vuelta,2781,2805,48853
2026-04-11T09:20:58.066962-03:00,sábado,09:20,ida,2621,2501,48820
2026-04-11T09:20:59.422078-03:00,sábado,09:20,vuelta,2781,2867,48853
2026-04-11T09:30:18.290896-03:00,sábado,09:30,ida,2621,2533,48820
2026-04-11T09:30:19.493895-03:00,sábado,09:30,vuelta,2781,2915,48853
2026-04-11T09:40:45.547707-03:00,sábado,09:40,ida,2621,2596,48820
2026-04-11T09:40:46.677384-03:00,sábado,09:40,vuelta,2763,2981,48861
2026-04-11T09:50:34.201303-03:00,sábado,09:50,ida,2621,2682,48820
2026-04-11T09:50:35.441356-03:00,sábado,09:50,vuelta,2781,3004,48853
2026-04-11T10:00:25.810088-03:00,sábado,10:00,ida,2621,2689,48820
2026-04-11T10:00:27.049673-03:00,sábado,10:00,vuelta,2766,3047,48820
2026-04-11T10:10:53.729653-03:00,sábado,10:10,ida,2621,2719,48820
2026-04-11T10:10:55.015077-03:00,sábado,10:10,vuelta,2781,3078,48853
2026-04-11T10:20:52.100375-03:00,sábado,10:20,ida,2621,2720,48820
2026-04-11T10:20:53.308671-03:00,sábado,10:20,vuelta,2784,3076,48811
2026-04-11T10:31:05.605797-03:00,sábado,10:31,ida,2621,2705,48820
2026-04-11T10:31:06.806155-03:00,sábado,10:31,vuelta,2763,3093,48861
2026-04-11T10:40:23.046969-03:00,sábado,10:40,ida,2621,2699,48820
2026-04-11T10:40:24.247037-03:00,sábado,10:40,vuelta,2802,3285,48830
